id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-type;number;pages;publisher;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
177;Andrea Maggiolo-Schettini|Davide Sangiorgi|Emanuela Fachini;;;;;;;;;;;https://doi.org/10.1007/BF01185564;;;Acta Inf.;journals/acta/FachiniMS92;2017-05-28;;;;6/7;623-643;;;;;Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.;;;db/journals/acta/acta29.html#FachiniMS92;29;1992
178;Christian Choffrut|Karel Culik II;;;;;;;;;;;https://doi.org/10.1007/BF00264617;;;Acta Inf.;journals/acta/ChoffrutC84;2017-05-28;;;;;393-407;;;;;On Real-Time Cellular Automata and Trellis Automata.;;;db/journals/acta/acta21.html#ChoffrutC84;21;1984
179;Ernst-Rüdiger Olderog|Michael Schenke;;;;;;;;;;;https://doi.org/10.1007/s002360050153;;;Acta Inf.;journals/acta/SchenkeO99;2017-06-02;;;;1;1-65;;;;;Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.;;;db/journals/acta/acta36.html#SchenkeO99;36;1999
180;Flavio Corradini|Marco Roccetti|Roberto Gorrieri;;;;;;;;;;;https://doi.org/10.1007/s002360050107;;;Acta Inf.;journals/acta/CorradiniGR97;2017-06-02;;;;11;805-835;;;;;Performance Preorder and Competitive Equivalence.;;;db/journals/acta/acta34.html#CorradiniGR97;34;1997
181;Anton Nijholt;;;;;;;;;;;https://doi.org/10.1007/BF00264257;;;Acta Inf.;journals/acta/Nijholt80;2017-05-28;;;;;271-294;;;;;A Survey of Normal Form Covers for Context Free Grammars.;;;db/journals/acta/acta14.html#Nijholt80;14;1980
182;Kung-Kiu Lau;;;;;;;;;;;https://doi.org/10.1007/BF00263502;;;Acta Inf.;journals/acta/Lau89;2017-05-28;;;;1;73-80;;;;;A Note on Synthesis and Classification of Sorting Algorithms.;;;db/journals/acta/acta27.html#Lau89;27;1989
183;Flavio Corradini|Maria Rita Di Berardini|Walter Vogler;;;;;;;;;;;https://doi.org/10.1007/s00236-009-0092-9;;;Acta Inf.;journals/acta/CorradiniBV09;2017-05-28;;;;3;209-235;;;;;Liveness of a mutex algorithm in a fair process algebra.;;;db/journals/acta/acta46.html#CorradiniBV09;46;2009
184;Paul Pritchard;;;;;;;;;;;https://doi.org/10.1007/BF00289592;;;Acta Inf.;journals/acta/Pritchard81;2017-05-28;;;;;87-91;;;;;Another Look at the Longest Ascending Subsequence Problem.;;;db/journals/acta/acta16.html#Pritchard81;16;1981
185;J. V. Tucker|Peter R. J. Asveld;;;;;;;;;;;https://doi.org/10.1007/BF00264163;;;Acta Inf.;journals/acta/AsveldT82;2017-05-28;;;;;451-476;;;;;Complexity Theory and the Operational Structure of Algebraic Programming Systems.;;;db/journals/acta/acta17.html#AsveldT82;17;1982
186;Amir Pnueli|Zohar Manna;;;;;;;;;;;https://doi.org/10.1007/BF01191722;;;Acta Inf.;journals/acta/MannaP93;2017-05-28;;;;7;609-678;;;;;Models for Reactivity.;;;db/journals/acta/acta30.html#MannaP93;30;1993
187;Joost Engelfriet|Tjalling Gelsema;;;;;;;;;;;https://doi.org/10.1007/s002360050152;;;Acta Inf.;journals/acta/EngelfrietG98;2017-06-02;;;;12;1075-1096;;;;;Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.;;;db/journals/acta/acta35.html#EngelfrietG98;35;1998
188;Ann E. Kelley Sobel|Neelam Soundararajan;;;;;;;;;;;https://doi.org/10.1007/BF00283331;;;Acta Inf.;journals/acta/SobelS88;2017-05-28;;;;3;305-332;;;;;A Proof System for Distributed Processes.;;;db/journals/acta/acta25.html#SobelS88;25;1988
189;Giora Slutzki;;;;;;;;;;;https://doi.org/10.1007/BF00289577;;;Acta Inf.;journals/acta/Slutzki82;2017-05-28;;;;;393-409;;;;;Finite State Relational Programs.;;;db/journals/acta/acta18.html#Slutzki82;18;1982
190;Stefan Reisch|Thomas Klingler;;;;;;;;;;;https://doi.org/10.1007/BF00289310;;;Acta Inf.;journals/acta/KlinglerR81;2017-05-28;;;;;347-362;;;;;A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.;;;db/journals/acta/acta16.html#KlinglerR81;16;1981
191;Andreas Maletti|Frank Drewes|Johanna Högberg;;;;;;;;;;;https://doi.org/10.1007/s00236-011-0135-x;;;Acta Inf.;journals/acta/DrewesHM11;2017-05-28;;;;3;165-189;;;;;MAT learners for tree series: an abstract data type and two realizations.;;;db/journals/acta/acta48.html#DrewesHM11;48;2011
192;Kim S. Larsen|Lars Jacobsen;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0173-3;;;Acta Inf.;journals/acta/JacobsenL05;2017-05-28;;;;1;57-78;;;;;Exponentially decreasing number of operations in balanced trees.;;;db/journals/acta/acta42.html#JacobsenL05;42;2005
193;Bruce Russell;;;;;;;;;;;https://doi.org/10.1007/BF00289061;;;Acta Inf.;journals/acta/Russell80;2017-05-28;;;;;1-20;;;;;Correctness of the Compiling Process Based on Axiomatic Semantics.;;;db/journals/acta/acta14.html#Russell80;14;1980
194;Graham Wrightson|Jörg H. Siekmann;;;;;;;;;;;https://doi.org/10.1007/BF00288537;;;Acta Inf.;journals/acta/SieckmannW80;2017-05-28;;;;;67-86;;;;;Paramodulated Connection Graphs.;;;db/journals/acta/acta13.html#SieckmannW80;13;1980
195;Joakim von Wright;;;;;;;;;;;https://doi.org/10.1007/BF01192157;;;Acta Inf.;journals/acta/Wright94;2017-05-28;;;;2;105-135;;;;;The Lattice of Data Refinement.;;;db/journals/acta/acta31.html#Wright94;31;1994
196;Amir Pnueli|Boris Klebansky|Nissim Francez;;;;;;;;;;;https://doi.org/10.1007/BF00289245;;;Acta Inf.;journals/acta/FrancezKP77;2017-05-28;;;;;125-144;;;;;Backtracking in Recursive Computations.;;;db/journals/acta/acta8.html#FrancezKP77;8;1977
197;Chunhua Cao|Di Yang|Lu Qing;;0000-0002-3157-9938;;;;;;;;;https://doi.org/10.1007/s00236-017-0309-2;;;Acta Inf.;journals/acta/CaoQY18;2018-07-10;;;;5;445-457;;;;;A first step in characterizing three-element codes.;;;db/journals/acta/acta55.html#CaoQY18;55;2018
198;Charles N. Fischer|D. R. Milton|S. B. Quiring;;;;;;;;;;;https://doi.org/10.1007/BF00263990;;;Acta Inf.;journals/acta/FischerMQ80;2017-05-28;;;;;141-154;;;;;Efficient LL(1) Error Correction and Recovery Using Only Insertions.;;;db/journals/acta/acta13.html#FischerMQ80;13;1980
199;Axel van Lamsweerde|Michel Sintzoff;;;;;;;;;;;https://doi.org/10.1007/BF00264015;;;Acta Inf.;journals/acta/LamsweerdeS79;2017-05-28;;;;;1-31;;;;;Formal Derivation of Strongly Correct Concurrent Programs.;;;db/journals/acta/acta12.html#LamsweerdeS79;12;1979
200;Hermann A. Maurer|Jon Louis Bentley;;;;;;;;;;;https://doi.org/10.1007/BF00263991;;;Acta Inf.;journals/acta/BentleyM80;2017-05-28;;;;;155-168;;;;;Efficient Worst-Case Data Structures for Range Searching.;;;db/journals/acta/acta13.html#BentleyM80;13;1980
201;Agustín Valverde|Inman P. de Guzmán|Manuel Ojeda-Aciego;;;;;;;;;;;https://doi.org/10.1007/BF01185405;;;Acta Inf.;journals/acta/GuzmanOV95;2017-05-28;;;;1;61-78;;;;;A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.;;;db/journals/acta/acta32.html#GuzmanOV95;32;1995
202;Jeffrey D. Ullman|John B. Kam;;;;;;;;;;;https://doi.org/10.1007/BF00290339;;;Acta Inf.;journals/acta/KamU77;2017-05-28;;;;;305-317;;;;;Monotone Data Flow Analysis Frameworks.;;;db/journals/acta/acta7.html#KamU77;7;1977
203;Mikkel Thorup;;;;;;;;;;;https://doi.org/10.1007/BF03036460;;;Acta Inf.;journals/acta/Thorup96;2017-05-28;;;;6;511-522;;;;;Disambiguating Grammars by Exclusion of Sub-Parse Trees.;;;db/journals/acta/acta33.html#Thorup96;33;1996
204;Matthew Hennessy;;;;;;;;;;;https://doi.org/10.1007/BF00289140;;;Acta Inf.;journals/acta/Hennessy84;2017-05-28;;;;;61-88;;;;;Axiomatising Finite Delay Operators.;;;db/journals/acta/acta21.html#Hennessy84;21;1984
205;Joseph M. Morris;;;;;;;;;;;https://doi.org/10.1007/BF00276019;;;Acta Inf.;journals/acta/Morris89;2017-05-28;;;;4;287-308;;;;;Laws of Data Refinement.;;;db/journals/acta/acta26.html#Morris89;26;1989
206;José M. Amigó;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0021-0;;;Acta Inf.;journals/acta/Amigo06;2017-05-28;;;;5;293-306;;;;;Representing the integers with powers of 2 and 3.;;;db/journals/acta/acta43.html#Amigo06;43;2006
207;Erik D. Demaine|Gerth Stølting Brodal|J. Ian Munro;;;;;;;;;;;http://www.springerlink.com/index/10.1007/s00236-004-0159-6;;;Acta Inf.;journals/acta/BrodalDM05;2005-03-14;;;;4-5;273-291;;;;;Fast allocation and deallocation with an improved buddy system.;;;db/journals/acta/acta41.html#BrodalDM05;41;2005
208;C. Pandu Rangan|S. Kiran Kumar;;;;;;;;;;;https://doi.org/10.1007/BF00265993;;;Acta Inf.;journals/acta/KumarR87;2017-05-28;;;;3;353-362;;;;;A Linear Space Algorithm for the LCS Problem.;;;db/journals/acta/acta24.html#KumarR87;24;1987
209;Houguang Yue|Jinzhao Wu|Mila E. Majster-Cederbaum;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0172-4;;;Acta Inf.;journals/acta/Majster-CederbaumWY06;2017-05-28;;;;6-7;389-418;;;;;Refinement of actions for real-time concurrent systems with causal ambiguity.;;;db/journals/acta/acta42.html#Majster-CederbaumWY06;42;2006
210;Changwook Kim;;;;;;;;;;;https://doi.org/10.1007/PL00013320;;;Acta Inf.;journals/acta/Kim01;2017-06-02;;;;9;619-632;;;;;Efficient recognition algorithms for boundary and linear eNCE graph languages.;;;db/journals/acta/acta37.html#Kim01;37;2001
211;Astrid Kiehn;;;;;;;;;;;https://doi.org/10.1007/BF01178730;;;Acta Inf.;journals/acta/Kiehn94;2017-05-28;;;;8;697-718;;;;;Comparing Locality and Causality Based Equivalences.;;;db/journals/acta/acta31.html#Kiehn94;31;1994
212;A. Michael Berman|Barbara G. Ryder|Marvin C. Paull;;;;;;;;;;;https://doi.org/10.1007/BF00259471;;;Acta Inf.;journals/acta/BermanPR89;2017-05-28;;;;7;665-683;;;;;Proving Relative Lower Bounds for Incremental Algorithms.;;;db/journals/acta/acta27.html#BermanPR89;27;1990
213;Peter Kandzia;;;;;;;;;;;;;;Acta Inf.;journals/acta/Kandzia73;2017-03-29;;;;;253-282;;;;;Zur Theorie der Partiell-linearen Realisierungen endlicher Automaten;;;db/journals/acta/acta2.html#Kandzia73;2;1973
214;Beverly A. Sanders;;;;;;;;;;;https://doi.org/10.1007/s002360050115;;;Acta Inf.;journals/acta/Sanders98;2017-06-02;;;;2;91-129;;;;;Data Refinement of Mixed Specifications.;;;db/journals/acta/acta35.html#Sanders98;35;1998
215;Pedro V. Silva;;0000-0003-1819-7289;;;;;;;;;https://doi.org/10.1007/s00236-003-0107-x;;;Acta Inf.;journals/acta/Silva03;2017-06-05;;;;8;579-595;;;;;A note on pure and p-pure languages.;;;db/journals/acta/acta39.html#Silva03;39;2003
216;Wim H. Hesselink;;;;;;;;;;;https://doi.org/10.1007/s00236-013-0181-7;;;Acta Inf.;journals/acta/Hesselink13a;2017-05-28;;;;5-6;297-329;;;;;A distributed resource allocation algorithm for many processes.;;;db/journals/acta/acta50.html#Hesselink13a;50;2013
217;K. V. S. Ramarao;;;;;;;;;;;https://doi.org/10.1007/BF00263581;;;Acta Inf.;journals/acta/Ramarao89;2017-05-28;;;;6;577-595;;;;;Complexity of Distributed Commit Protocols.;;;db/journals/acta/acta26.html#Ramarao89;26;1989
218;Amr Elmasry|Michael L. Fredman;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0061-0;;;Acta Inf.;journals/acta/ElmasryF08;2017-05-28;;;;1;33-42;;;;;Adaptive sorting: an information theoretic perspective.;;;db/journals/acta/acta45.html#ElmasryF08;45;2008
219;Andrew J. Malton|Eric C. R. Hehner|Lorene E. Gupta;;;;;;;;;;;https://doi.org/10.1007/BF00299637;oa;;Acta Inf.;journals/acta/HehnerGM88;2018-06-26;;;;3;285;;;;;Erratum: Predicative Methodology.;;;db/journals/acta/acta26.html#HehnerGM88;26;1988
220;Rodney W. Topor;;;;;;;;;;;https://doi.org/10.1007/BF00289067;;;Acta Inf.;journals/acta/Topor79;2017-05-28;;;;;211-221;;;;;The Correctness of the Schorr-Waite List Marking Algorithm.;;;db/journals/acta/acta11.html#Topor79;11;1979
221;Juhani Karhumäki|Karel Culik II;;;;;;;;;;;https://doi.org/10.1007/BF00288472;;;Acta Inf.;journals/acta/CulikK86;2017-05-28;;;;5;597-605;;;;;Synchronizable Deterministic Pushdown Automata and the Decidability of their Equivalence.;;;db/journals/acta/acta23.html#CulikK86;23;1986
222;Heikki Mannila|Thomas Eiter;;;;;;;;;;;https://doi.org/10.1007/s002360050075;;;Acta Inf.;journals/acta/EiterM97;2017-05-28;;;;2;109-133;;;;;Distance Measures for Point Sets and their Computation.;;;db/journals/acta/acta34.html#EiterM97;34;1997
223;Frank Wm. Tompa|J. Ian Munro|Raúl J. Ramírez;;;;;;;;;;;https://doi.org/10.1007/BF00625278;;;Acta Inf.;journals/acta/RamirezTM82;2017-05-28;;;;;17-30;;;;;Optimum Reorganization Points for Arbitrary Database Costs.;;;db/journals/acta/acta18.html#RamirezTM82;18;1982
224;Chung-Hao Huang|Farn Wang|Sven Schewe;;0000-0002-0425-6500|0000-0002-9093-9518;;;;;;;;;https://doi.org/10.1007/s00236-016-0277-y;;;Acta Inf.;journals/acta/HuangSW17;2018-11-30;;;;7;625-654;;;;;Model-checking iterated games.;;;db/journals/acta/acta54.html#HuangSW17;54;2017
225;Dominique Potier|Erol Gelenbe|Jacques Lenfant;;;;;;;;;;;https://doi.org/10.1007/BF00263587;;;Acta Inf.;journals/acta/GelenbeLP74;2017-05-28;;;;;321-345;;;;;Analyse d'un algorithme de gestion simultanée Mémoire centrale - Disque de pagination.;;;db/journals/acta/acta3.html#GelenbeLP74;3;1974
226;Paul Pritchard;;;;;;;;;;;https://doi.org/10.1007/BF01261654;;;Acta Inf.;journals/acta/Pritchard91;2017-05-28;;;;8;733-754;;;;;Opportunistic Algorithms for Eliminating Supersets.;;;db/journals/acta/acta28.html#Pritchard91;28;1991
227;Corina Apachite|Erkki Mäkinen|Ferucio Laurentiu Tiplea;;;;;;;;;;;https://doi.org/10.1007/PL00013310;;;Acta Inf.;journals/acta/TipleaMA01;2017-06-02;;;;6;449-465;;;;;Synchronized extension systems.;;;db/journals/acta/acta37.html#TipleaMA01;37;2001
228;Alan J. Perlis|Andrei P. Ershov|Friedrich L. Bauer|Manfred Paul;;;;;;;;;;;https://doi.org/10.1007/BF00269806;;;Acta Inf.;journals/acta/BauerEPP81;2017-05-28;;;;;1-2;;;;;Klaus Samelson.;;;db/journals/acta/acta15.html#BauerEPP81;15;1981
229;Mehdi Jazayeri|Wayne A. Babich;;;;;;;;;;;https://doi.org/10.1007/BF00264320;;;Acta Inf.;journals/acta/BabichJ78a;2017-05-28;;;;;265-272;;;;;The Method of Attributes for Data Flow Analysis: Part II. Demand Analysis.;;;db/journals/acta/acta10.html#BabichJ78a;10;1978
230;Robert H. Sloan|Ugo A. Buy;;;;;;;;;;;https://doi.org/10.1007/BF03036471;;;Acta Inf.;journals/acta/SloanB96;2017-05-28;;;;7;687-706;;;;;Reduction Rules for Time Petri Nets.;;;db/journals/acta/acta33.html#SloanB96;33;1996
231;Liuba Shrira|Oded Goldreich 0001;;0000-0002-4329-135X;;;;;;;;;https://doi.org/10.1007/BF00290707;;;Acta Inf.;journals/acta/GoldreichS87;2018-11-02;;;;1;79-91;;;;;Electing a Leader in a Ring with Link Failures.;;;db/journals/acta/acta24.html#GoldreichS87;24;1987
232;Jacobo Torán|Josep Díaz|Maria J. Serna;;;;;;;;;;;https://doi.org/10.1007/s002360050049;;;Acta Inf.;journals/acta/DiazST96;2017-05-28;;;;4;387-408;;;;;Parallel Approximation Schemes for Problems on Planar Graphs.;;;db/journals/acta/acta33.html#DiazST96;33;1996
233;Ferruccio Damiani|Ina Schaefer|Lorenzo Bettini;;0000-0001-8109-1706;;;;;;;;;https://doi.org/10.1007/s00236-012-0173-z;;;Acta Inf.;journals/acta/BettiniDS13;2017-06-05;;;;2;77-122;;;;;Compositional type checking of delta-oriented software product lines.;;;db/journals/acta/acta50.html#BettiniDS13;50;2013
234;Qing Ding|T. C. Edwin Cheng;;0000-0001-5127-6419;;;;;;;;;https://doi.org/10.1007/s002360050170;;;Acta Inf.;journals/acta/ChengD00;2017-06-05;;;;9/10;673-692;;;;;Single Machine Scheduling with Deadlines and Increasing Rates of Processing Times.;;;db/journals/acta/acta36.html#ChengD00;36;2000
235;François Baccelli|Thierry Fleury;;;;;;;;;;;https://doi.org/10.1007/BF00264355;;;Acta Inf.;journals/acta/BaccelliF82;2017-05-28;;;;;287-310;;;;;On Parsing Arithmetic Expressions in a Multiprocessing Environment.;;;db/journals/acta/acta17.html#BaccelliF82;17;1982
236;Jean-François Raskin|Ocan Sankur|Romain Brenguier;;0000-0002-3673-1097;;;;;;;;;https://doi.org/10.1007/s00236-016-0273-2;oa;;Acta Inf.;journals/acta/BrenguierRS17;2018-11-30;;;;1;41-83;;;;;Assume-admissible synthesis.;;;db/journals/acta/acta54.html#BrenguierRS17;54;2017
237;Luc Devroye;;;;;;;;;;;https://doi.org/10.1007/BF00264248;;;Acta Inf.;journals/acta/Devroye84;2017-05-28;;;;;229-237;;;;;A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.;;;db/journals/acta/acta21.html#Devroye84;21;1984
238;Adrian Atanasiu;;;;;;;;;;;https://doi.org/10.1007/BF01191896;;;Acta Inf.;journals/acta/Atanasiu92;2017-05-28;;;;8;779-791;;;;;A Class of Coders Based on GSM.;;;db/journals/acta/acta29.html#Atanasiu92;29;1992
239;Charlie Svahnberg|Håkan Lennerstad|Kamilla Klonowska|Lars Lundberg;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0161-7;;;Acta Inf.;journals/acta/KlonowskaLLS05;2017-05-28;;;;6;341-365;;;;;Optimal recovery schemes in fault tolerant distributed computing.;;;db/journals/acta/acta41.html#KlonowskaLLS05;41;2005
240;Jürg Nievergelt|Klaus H. Hinrichs|Peter Schorn;;;;;;;;;;;https://doi.org/10.1007/BF01178779;;;Acta Inf.;journals/acta/HinrichsNS92;2017-05-28;;;;4;383-394;;;;;An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.;;;db/journals/acta/acta29.html#HinrichsNS92;29;1992
241;Gerald Lüttgen|Sascha Fendrich|Walter Vogler;;;;;;;;;;;https://doi.org/10.1007/s00236-014-0211-0;;;Acta Inf.;journals/acta/LuttgenVF15;2017-05-28;;;;4-5;305-336;;;;;Richer interface automata with optimistic and pessimistic compatibility.;;;db/journals/acta/acta52.html#LuttgenVF15;52;2015
242;Ismo Hakala|Juha Kortelainen;;;;;;;;;;;https://doi.org/10.1007/s002360050081;;;Acta Inf.;journals/acta/HakalaK97;2017-05-28;;;;3;217-230;;;;;On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1, 2, ...) in a Free Monoid.;;;db/journals/acta/acta34.html#HakalaK97;34;1997
243;Grzegorz Rozenberg|Robert Meersman;;;;;;;;;;;https://doi.org/10.1007/BF00265677;;;Acta Inf.;journals/acta/MeersmanR78;2017-05-28;;;;;323-339;;;;;Two-Level Meta-Controlled Substitution Grammars.;;;db/journals/acta/acta10.html#MeersmanR78;10;1978
244;Amit Chakrabarti|Andrew Wirth|Anthony Wirth|Venkatesan Guruswami;;0000-0003-3633-9180|0000-0003-3746-6704;;;;;;;;;https://doi.org/10.1007/s00236-011-0145-8;;;Acta Inf.;journals/acta/ChakrabartiGWW11;2017-06-05;;;;7-8;417-426;;;;;The query complexity of estimating weighted averages.;;;db/journals/acta/acta48.html#ChakrabartiGWW11;48;2011
245;N. P. Chapman;;;;;;;;;;;https://doi.org/10.1007/BF00289138;; LALR ;Acta Inf.;journals/acta/Chapman84;2017-05-28;;;;;29-45;;;;;;;;db/journals/acta/acta21.html#Chapman84;21;1984
246;Hans Jürgen Schneider|Hartmut Ehrig;;;;;;;;;;;https://doi.org/10.1007/BF00288659;;;Acta Inf.;journals/acta/SchneiderE76;2017-05-28;;;;;297-316;;;;;Grammars on Partial Graphs.;;;db/journals/acta/acta6.html#SchneiderE76;6;1976
247;Andreas Stafylopatis|Vangelis Th. Paschos|Wenceslas Fernandez de la Vega;;;;;;;;;;;https://doi.org/10.1007/s002360050119;;;Acta Inf.;journals/acta/VegaPS98;2017-06-02;;;;3;211-243;;;;;Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.;;;db/journals/acta/acta35.html#VegaPS98;35;1998
248;Guojun Wang|Ke Gu|Sheng Wen|Weijia Jia;;0000-0003-0655-666X;;;;;;;;;https://doi.org/10.1007/s00236-016-0270-5;;;Acta Inf.;journals/acta/GuJWW17;2018-11-30;;;;5;521-541;;;;;Efficient and secure attribute-based signature for monotone predicates.;;;db/journals/acta/acta54.html#GuJWW17;54;2017
249;Kim Marriott;;;;;;;;;;;https://doi.org/10.1007/BF01178576;;;Acta Inf.;journals/acta/Marriott93;2017-05-28;;;;2;103-129;;;;;Frameworks for Abstract Interpretation.;;;db/journals/acta/acta30.html#Marriott93;30;1993
250;Jacques Loeckx|Thomas Lehmann 0004;;;;;;;;;;;https://doi.org/10.1007/BF01209709;;;Acta Inf.;journals/acta/LehmannL93;2018-07-27;;;;4;303-350;;;;;OBSCURE: A Specification Language for Abstract Data Types.;;;db/journals/acta/acta30.html#LehmannL93;30;1993
251;M. R. Garey|Ronald L. Graham;;;;;;;;;;;https://doi.org/10.1007/BF00263588;;;Acta Inf.;journals/acta/GareyG74;2017-05-28;;;;;347-355;;;;;Performance Bounds on the Splitting Algorithm for Binary Testing.;;;db/journals/acta/acta3.html#GareyG74;3;1974
252;G. Marque-Pucheu;;;;;;;;;;;https://doi.org/10.1007/BF01257085;;;Acta Inf.;journals/acta/Marque-Pucheu83;2017-05-28;;;;;249-260;;;;;Rational Set of Trees and the Algebraic Semantics of Logic Programming.;;;db/journals/acta/acta20.html#Marque-Pucheu83;20;1983
253;Hermann A. Maurer|Maurice Nivat;;;;;;;;;;;https://doi.org/10.1007/BF00288770;;;Acta Inf.;journals/acta/MaurerN80;2017-05-28;;;;;365-378;;;;;Rational Bijection of Rational Sets.;;;db/journals/acta/acta13.html#MaurerN80;13;1980
254;Alessandro Umbrico|Andrea Orlandini|Marta Cialdea Mayer;;0000-0001-6458-5202|0000-0002-1184-5944|0000-0003-4692-4922;;;;;;;;;https://doi.org/10.1007/s00236-015-0252-z|https://www.wikidata.org/entity/Q58615272;;;Acta Inf.;journals/acta/MayerOU16;2018-11-24;;;;6-8;649-680;;;;;Planning and execution with flexible timelines: a formal account.;;;db/journals/acta/acta53.html#MayerOU16;53;2016
255;Reidar Conradi;;;;;;;;;;;https://doi.org/10.1007/BF00271342;;;Acta Inf.;journals/acta/Conradi77;2017-05-28;;;;;335-340;;;;;Some Comments on Concurrent Readers and Writers.;;;db/journals/acta/acta8.html#Conradi77;8;1977
256;Allen Reiter|Yuri Breitbart;;;;;;;;;;;https://doi.org/10.1007/BF00289614;;;Acta Inf.;journals/acta/BreitbartR74a;2017-05-28;;;;;311-319;;;;;A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.;;;db/journals/acta/acta4.html#BreitbartR74a;4;1975
257;Xiaoning Peng|Zhijun Xiao;;;;;;;;;;;https://doi.org/10.1007/s00236-015-0247-9;;;Acta Inf.;journals/acta/PengX16;2017-05-28;;;;5;459-468;;;;;Optimal covers in the relational database model.;;;db/journals/acta/acta53.html#PengX16;53;2016
258;Charles N. Fischer|Mahadevan Ganapathi;;;;;;;;;;;https://doi.org/10.1007/BF00268846;;;Acta Inf.;journals/acta/GanapathiF87;2017-05-28;;;;1;85-109;;;;;Integrating Code Generation and Peephole Optimization.;;;db/journals/acta/acta25.html#GanapathiF87;25;1988
259;Aviezri S. Fraenkel|Moshe Mor|Yehoshua Perl;;;;;;;;;;;https://doi.org/10.1007/BF00264280;;;Acta Inf.;journals/acta/FraenkelMP83;2017-05-28;;;;;371-389;;;;;Is Text Compression by Prefixes and Suffixes Practical?;;;db/journals/acta/acta20.html#FraenkelMP83;20;1983
260;Johannes Röhrich;;;;;;;;;;;https://doi.org/10.1007/BF00263989;;;Acta Inf.;journals/acta/Rohrich80;2017-05-28;;;;;115-139;;;;;Methods for the Automatic Construction of Error Correcting Parsers.;;;db/journals/acta/acta13.html#Rohrich80;13;1980
261;Uwe Kastens;;;;;;;;;;;https://doi.org/10.1007/BF00288644;;;Acta Inf.;journals/acta/Kastens80;2017-05-28;;;;;229-256;;;;;Ordered Attributed Grammars.;;;db/journals/acta/acta13.html#Kastens80;13;1980
262;Håkan Lennerstad|Lars Lundberg;;;;;;;;;;;https://doi.org/10.1007/s002360050179;;;Acta Inf.;journals/acta/LundbergL99;2017-06-02;;;;6;425-446;;;;;Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.;;;db/journals/acta/acta36.html#LundbergL99;36;1999
263;Antoine Meyer|Arnaud Carayol;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0022-z;;;Acta Inf.;journals/acta/CarayolM06;2017-05-28;;;;4;265-292;;;;;Linearly bounded infinite graphs.;;;db/journals/acta/acta43.html#CarayolM06;43;2006
264;Frank Wm. Tompa;;;;;;;;;;;https://doi.org/10.1007/BF00288642;;;Acta Inf.;journals/acta/Tompa80;2017-05-28;;;;;205-224;;;;;A Practical Example of the Specification of Abstract Data Types.;;;db/journals/acta/acta13.html#Tompa80;13;1980
265;Luc Boasson|Maurice Nivat;;;;;;;;;;;;;;Acta Inf.;journals/acta/BoassonN73;2017-03-29;;;;;180-188;;;;;Sur diverses familles de langages fermées par transductions rationelle;;;db/journals/acta/acta2.html#BoassonN73;2;1973
266;Chul E. Kim|Oscar H. Ibarra;;;;;;;;;;;https://doi.org/10.1007/BF00288748;;;Acta Inf.;journals/acta/IbarraK74;2017-05-28;;;;;193-200;;;;;On 3-Head Versus 2-Head Finite Automata.;;;db/journals/acta/acta4.html#IbarraK74;4;1974
267;Gary T. Leavens|William E. Weihl;;;;;;;;;;;https://doi.org/10.1007/BF01178658;;;Acta Inf.;journals/acta/LeavensW95;2017-05-28;;;;8;705-778;;;;;Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.;;;db/journals/acta/acta32.html#LeavensW95;32;1995
268;Francesco Ranzato;;;;;;;;;;;https://doi.org/10.1007/s00236-014-0195-9;;;Acta Inf.;journals/acta/Ranzato14;2017-05-28;;;;2;107-125;;;;;An efficient simulation algorithm on Kripke structures.;;;db/journals/acta/acta51.html#Ranzato14;51;2014
269;Mika Hirvensalo|Vesa Halava;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0047-y;;;Acta Inf.;journals/acta/HalavaH07;2017-05-28;;;;3-4;191-205;;;;;Improved matrix pair undecidability results.;;;db/journals/acta/acta44.html#HalavaH07;44;2007
270;Hans-Anton Rollik;;;;;;;;;;;https://doi.org/10.1007/BF00288647;;;Acta Inf.;journals/acta/Rollik80;2017-05-28;;;;;287-298;;;;;Automaten in planaren Graphen.;;;db/journals/acta/acta13.html#Rollik80;13;1980
